Index.1,province,year,overall overall,overall man,overall woman,0-4 overall,0-4 man,0-4 woman,5-9 overall,5-9 man,5-9 woman,10-14 overall,10-14 man,10-14 woman,15-19 overall,15-19 man,15-19 woman,20-24 overall,20-24 man,20-24 woman,25-29 overall,25-29 man,25-29 woman,30-34 overall,30-34 man,30-34 woman,35-39 overall,35-39 man,35-39 woman,40-44 overall,40-44 man,40-44 woman,45-49 overall,45-49 man,45-49 woman,50-54 overall,50-54 man,50-54 woman,55-59 overall,55-59 man,55-59 woman,60-64 overall,60-64 man,60-64 woman,65-69 overall,65-69 man,65-69 woman,70 and older overall,70 and older man,70 and older woman,70-74 overall,70-74 man,70-74 woman,75-79 overall,75-79 man,75-79 woman,80-84 overall,80-84 man,80-84 woman,85 and older overall,85 and older man,85 and older woman,pre-working age,working age,post-working age
121,POMORSKIE,2009,2230099,1083139,1146960,128763,66536,62227,114112,58515,55597,124559,63849,60710,150219,77163,73056,174870,88442,86428,192153,96507,95646,181988,91203,90785,157383,79353,78030,135110,68256,66854,144149,71676,72473,169952,82434,87518,163007,77254,85753,120633,56139,64494,75775,33522,42253,197426,72290,125136,74423,30610,43813,59835,22898,36937,38483,12480,26003,24685,6302,18383,517653,1374751,337695
122,WARMIŃSKO-MAZURSKIE,2009,1427118,695542,731576,77296,39793,37503,71911,37007,34904,82792,42260,40532,103731,52969,50762,121790,62152,59638,126236,65230,61006,106279,54872,51407,93990,47863,46127,86943,43485,43458,99624,49628,49996,115105,56409,58696,102115,48767,53348,71292,33270,38022,44548,19103,25445,123466,42734,80732,45641,17872,27769,37933,13297,24636,25302,7744,17558,14590,3821,10769,335730,885352,206036
123,ŁÓDZKIE,2009,2541832,1208787,1333045,120499,61951,58548,109833,56582,53251,126124,64722,61402,156839,80317,76522,181452,92346,89106,208463,106389,102074,197193,100261,96932,172243,87159,85084,152654,75991,76663,165908,81355,84553,207589,99678,107911,200419,92989,107430,162603,72334,90269,98663,41261,57402,281350,95452,185898,96196,37045,59151,86106,30025,56081,60802,18349,42453,38246,10033,28213,513295,1558255,470282
124,ŚWIĘTOKRZYSKIE,2009,1270120,618330,651790,59378,30476,28902,57248,29330,27918,68754,35092,33662,86801,44424,42377,97858,50186,47672,106751,55247,51504,92847,48440,44407,82324,42217,40107,75055,38252,36803,84204,42303,41901,101121,50422,50699,95684,46233,49451,73063,34271,38792,46953,20450,26503,142079,50987,91092,49691,19805,29886,43214,16180,27034,30533,9942,20591,18641,5060,13581,272181,770115,227824
125,LUBELSKIE,2009,2157202,1044604,1112598,108528,55488,53040,103748,53345,50403,121540,62025,59515,153843,78626,75217,176899,90224,86675,184138,95690,88448,156226,81194,75032,140829,71909,68920,130863,66269,64594,139322,69561,69761,162833,79975,82858,151981,72044,79937,116307,52240,64067,81072,34568,46504,229073,81446,147627,78588,31660,46928,69975,25278,44697,50275,16322,33953,30235,8186,22049,487659,1295331,374212
126,PODKARPACKIE,2009,2101732,1027578,1074154,105956,54540,51416,106009,54434,51575,126855,65189,61666,158356,80644,77712,177025,90370,86655,181961,93194,88767,161289,82676,78613,144187,73409,70778,132316,66794,65522,141554,71550,70004,150822,74854,75968,136885,66272,70613,103548,47829,55719,71552,31234,40318,203417,74589,128828,74108,30370,43738,62692,23616,39076,41511,13810,27701,25106,6793,18313,497176,1273868,330688
127,PODLASKIE,2009,1189731,579247,610484,56875,29293,27582,55252,28382,26870,67010,34341,32669,86339,44422,41917,99225,50760,48465,100136,51961,48175,85617,43929,41688,79367,40331,39036,76375,38728,37647,83763,41963,41800,90553,44829,45724,76313,36647,39666,57406,25985,31421,44563,19148,25415,130937,48528,82409,44607,18208,26399,40386,15486,24900,28914,9765,19149,17030,5069,11961,265476,717334,206921
128,MAZOWIECKIE,2009,5222167,2497821,2724346,278404,143224,135180,244699,125314,119385,266997,136991,130006,319995,163566,156429,370811,189429,181382,436628,218516,218112,442833,219868,222965,380275,190387,189888,314388,158215,156173,328835,162649,166186,404411,194537,209874,385948,180440,205508,290162,130061,160101,190974,80530,110444,566807,204094,362713,194302,76720,117582,173435,64811,108624,122163,41189,80974,76907,21374,55533,1110095,3194190,917882
129,MAŁOPOLSKIE,2010,3336699,1619403,1717296,186554,95615,90939,166405,85278,81127,184368,94319,90049,222580,113626,108954,260782,132650,128132,285396,143412,141984,271127,136878,134249,239987,120595,119392,211860,106983,104877,213833,107312,106521,235692,116663,119029,223775,107808,115967,181313,83717,97596,118782,52503,66279,334245,122044,212201,119307,48954,70353,101116,38107,63009,69281,23072,46209,44541,11911,32630,759907,2026169,550623
130,ŚLĄSKIE,2010,4634935,2238591,2396344,231881,118311,113570,198045,101251,96794,217103,111375,105728,268500,137219,131281,332073,168945,163128,386730,195553,191177,373249,188697,184552,327517,165504,162013,295381,148168,147213,315972,157555,158417,377095,183534,193561,364368,172992,191376,287918,133182,154736,193732,84669,109063,465371,171636,293735,184277,77357,106920,137857,52561,85296,88184,28526,59658,55053,13192,41861,915529,2905567,813839
131,LUBUSKIE,2010,1023215,498374,524841,56649,29042,27607,48188,24617,23571,53207,27439,25768,64943,33075,31868,75556,38422,37134,89944,45787,44157,85830,43932,41898,73419,37585,35834,60271,30582,29689,65068,32616,32452,82744,40833,41911,81340,39270,42070,66081,31324,34757,31120,13458,17662,88855,30392,58463,31408,12263,19145,26781,9422,17359,18760,5627,13133,11906,3080,8826,222987,645496,154732
132,WIELKOPOLSKIE,2010,3446745,1676618,1770127,201317,103908,97409,171195,88151,83044,184529,94790,89739,223450,114429,109021,263948,134213,129735,300934,152454,148480,288437,146325,142112,252889,128130,124759,211115,106260,104855,215781,107393,108388,256170,125392,130778,248453,118498,129955,220173,101773,118400,107040,47181,59859,301314,107721,193593,107648,43407,64241,89541,33300,56241,61290,19977,41313,42835,11037,31798,780491,2139500,526754
133,ZACHODNIOPOMORSKIE,2010,1723741,840182,883559,89888,45929,43959,79106,40891,38215,87468,44817,42651,107716,54961,52755,124023,63470,60553,146786,74907,71879,141689,72253,69436,124456,63479,60977,102923,52172,50751,109757,55270,54487,142244,69724,72520,142635,68982,73653,114129,54446,59683,55436,24898,30538,155485,53983,101502,54996,21794,33202,47534,17041,30493,33020,10078,22942,19935,5070,14865,364178,1088959,270604
134,DOLNOŚLĄSKIE,2010,2917242,1403342,1513900,148707,75989,72718,124694,64009,60685,136587,70009,66578,169497,86431,83066,210138,106276,103862,254146,128554,125592,244917,124317,120600,209827,106809,103018,169077,85751,83326,182466,90634,91832,237083,115925,121158,245250,116868,128382,195669,91161,104508,96159,41524,54635,293025,99085,193940,101082,38881,62201,87707,30793,56914,64074,18986,45088,40162,10425,29737,579485,1844065,493692
135,OPOLSKIE,2010,1017241,491801,525440,46408,23902,22506,42589,21901,20688,50044,25587,24457,62395,31697,30698,77297,38856,38441,84659,42174,42485,79496,39977,39519,72445,36313,36132,68981,34849,34132,73635,37557,36078,79999,39932,40067,75390,36582,38808,59821,27856,31965,36485,16211,20274,107597,38407,69190,42435,17070,25365,32565,12227,20338,20526,6309,14217,12071,2801,9270,201436,639758,176047
136,KUJAWSKO-POMORSKIE,2010,2098711,1017215,1081496,114745,58692,56053,100443,51646,48797,112092,57523,54569,137570,69803,67767,156574,79375,77199,178110,90893,87217,167047,85004,82043,150384,76062,74322,129920,65083,64837,135425,67328,68097,163494,80187,83307,156917,75144,81773,132728,60963,71765,70943,31061,39882,192319,68451,123868,68601,27780,40821,57796,21400,36396,39730,12756,26974,26192,6515,19677,464850,1298834,335027
137,POMORSKIE,2010,2275494,1109721,1165773,135836,69977,65859,115611,59269,56342,122735,63019,59716,145082,74571,70511,172346,87300,85046,196147,98231,97916,187949,94758,93191,166427,84054,82373,139037,70724,68313,142979,71606,71373,168597,82869,85728,168550,80801,87749,138175,64872,73303,74141,33299,40842,201882,74371,127511,73791,30526,43265,60586,23474,37112,40669,13599,27070,26836,6772,20064,519264,1406904,349326
138,WARMIŃSKO-MAZURSKIE,2010,1453782,712260,741522,80376,41274,39102,72094,37210,34884,80963,41284,39679,99095,50624,48471,113531,58084,55447,126768,65312,61456,116644,60124,56520,102094,52485,49609,89741,45392,44349,98121,49587,48534,115885,57647,58238,106739,51709,55030,81961,38735,43226,43723,19225,24498,126047,43568,82479,44899,17779,27120,38054,13394,24660,26696,8191,18505,16398,4204,12194,332528,908258,212996
139,ŁÓDZKIE,2010,2542436,1212182,1330254,125729,64495,61234,109858,56432,53426,121860,62754,59106,150987,77272,73715,172436,87846,84590,204011,104502,99509,200339,102048,98291,179195,90804,88391,155198,77565,77633,160031,79076,80955,200931,96828,104103,205289,96496,108793,176954,79367,97587,98841,41768,57073,280777,94929,185848,93785,36440,57345,84321,29391,54930,61519,18639,42880,41152,10459,30693,508434,1556797,477205
140,ŚWIĘTOKRZYSKIE,2010,1282546,626481,656065,62103,31879,30224,57420,29335,28085,66684,34064,32620,83457,42714,40743,92006,47516,44490,105756,54571,51185,99099,51433,47666,88017,45515,42502,76843,39206,37637,81881,41582,40299,99979,50226,49753,98710,48385,50325,80482,38058,42424,46475,20600,25875,143634,51397,92237,48982,19751,29231,42663,15862,26801,31518,10364,21154,20471,5420,15051,269664,780349,232533
141,LUBELSKIE,2010,2178611,1056351,1122260,112887,57642,55245,103747,53247,50500,118851,60909,57942,146592,74948,71644,166854,85172,81682,183703,94822,88881,167785,86589,81196,150309,76981,73328,133365,67930,65435,138153,69534,68619,160680,79512,81168,156737,75195,81542,125685,56985,68700,81680,34986,46694,231583,81899,149684,77567,31222,46345,68621,25013,43608,51925,16790,35135,33470,8874,24596,482077,1314571,381963
142,PODKARPACKIE,2010,2127948,1041622,1086326,113401,58135,55266,107440,55178,52262,124575,64027,60548,150761,76818,73943,169625,86936,82689,182338,93091,89247,169297,86538,82759,151871,77537,74334,134996,68327,66669,139837,71069,68768,151864,75833,76031,141365,68724,72641,112458,52524,59934,70543,30983,39560,207577,75902,131675,73707,30392,43315,62908,23621,39287,43465,14591,28874,27497,7298,20199,496177,1293717,338054
143,PODLASKIE,2010,1203448,587367,616081,60853,31315,29538,56088,28586,27502,64935,33314,31621,82329,42223,40106,94181,48529,45652,101198,52337,48861,90508,46504,44004,83005,42242,40763,77795,39513,38282,82505,41671,40834,92020,46108,45912,79804,38821,40983,62527,28690,33837,43736,18971,24765,131964,48543,83421,43827,17801,26026,39110,15031,24079,30299,10280,20019,18728,5431,13297,264205,729706,209537
144,MAZOWIECKIE,2010,5267072,2521615,2745457,299289,153702,145587,250552,128177,122375,259667,133098,126569,309386,157995,151391,367157,186513,180644,441968,221093,220875,448277,222869,225408,391623,195644,195979,318291,159691,158600,316957,157310,159647,389857,189055,200802,398064,187652,210412,316086,143290,172796,190993,81120,109873,568905,204406,364499,190037,75456,114581,169090,62898,106192,126542,43131,83411,83236,22921,60315,1118894,3215484,932694
145,MAŁOPOLSKIE,2011,3346796,1624055,1722741,188536,96760,91776,166386,85179,81207,180016,92036,87980,210832,107761,103071,257389,130862,126527,286052,143891,142161,273246,137850,135396,248065,124475,123590,214677,108406,106271,211290,106193,105097,231234,114516,116718,225935,109101,116834,190828,88455,102373,125821,55502,70319,336489,123068,213421,115083,47442,67641,101642,38525,63117,72344,24426,47918,47420,12675,34745,745770,2036343,564683
146,ŚLĄSKIE,2011,4626357,2233944,2392413,233883,119736,114147,200431,102624,97807,210292,107678,102614,255320,130525,124795,319565,162732,156833,381546,193193,188353,375152,189732,185420,338146,170986,167160,295807,148332,147475,307750,153396,154354,363532,177119,186413,365567,174161,191406,307149,141831,165318,194453,84984,109469,477764,176915,300849,186190,78209,107981,139862,53533,86329,93202,30912,62290,58510,14261,44249,899926,2888896,837535
147,LUBUSKIE,2011,1023158,498337,524821,56488,28924,27564,48884,25062,23822,51587,26526,25061,62467,31793,30674,72802,37131,35671,88652,45108,43544,85730,43918,41812,77081,39510,37571,61207,30991,30216,62696,31443,31253,79130,39113,40017,82242,39719,42523,69879,33060,36819,34764,15388,19376,89549,30651,58898,30590,12017,18573,27012,9507,17505,19217,5948,13269,12730,3179,9551,219426,642600,161132
148,WIELKOPOLSKIE,2011,3455477,1680585,1774892,202526,104311,98215,173680,89463,84217,180147,92699,87448,212851,109140,103711,257336,131065,126271,299790,151719,148071,289419,146713,142706,262478,132886,129592,216334,109062,107272,210919,105107,105812,247119,120910,126209,250952,120042,130910,221794,102695,119099,126715,56091,70624,303417,108682,194735,105255,42724,62531,89578,33324,56254,63517,21040,42477,45067,11594,33473,769204,2137042,549231
149,ZACHODNIOPOMORSKIE,2011,1722739,839291,883448,89245,45470,43775,79681,41114,38567,84501,43341,41160,103617,52940,50677,120656,61781,58875,143998,73524,70474,141989,72403,69586,129569,66034,63535,104876,53258,51618,105737,53101,52636,135207,66524,68683,143563,69369,74194,121618,57746,63872,61623,28153,33470,156859,54533,102326,53424,21355,32069,47879,17154,30725,33807,10585,23222,21749,5439,16310,357044,1083341,282354
150,DOLNOŚLĄSKIE,2011,2916577,1402975,1513602,149348,76439,72909,126522,64989,61533,132440,67743,64697,161049,82368,78681,202758,102763,99995,250304,126468,123836,247084,125111,121973,219243,111558,107685,173130,87788,85342,174964,87103,87861,225717,110411,115306,244838,117055,127783,209913,97412,112501,105035,46161,58874,294232,99606,194626,97640,37930,59710,88130,30902,57228,64942,19632,45310,43520,11142,32378,569359,1835450,511768
151,OPOLSKIE,2011,1013950,490194,523756,46249,23696,22553,42422,21821,20601,48035,24590,23445,58769,29849,28920,75070,37876,37194,84290,42117,42173,79719,40001,39718,73811,37176,36635,68574,34416,34158,71859,36680,35179,78957,39513,39444,75886,36895,38991,64276,30034,34242,36437,16228,20209,109596,39302,70294,41552,16789,24763,33458,12588,20870,21538,6922,14616,13048,3003,10045,195475,638200,180275
152,KUJAWSKO-POMORSKIE,2011,2098370,1017093,1081277,114177,58498,55679,101060,51825,49235,108395,55695,52700,132035,67258,64777,153114,77370,75744,176348,90040,86308,166860,85045,81815,155544,78833,76711,132284,66172,66112,131749,65502,66247,157396,77219,80177,158892,76463,82429,137274,63197,74077,78486,34489,43997,194756,69487,125269,68026,27662,40364,57658,21439,36219,41150,13447,27703,27922,6939,20983,455667,1295384,347319
153,POMORSKIE,2011,2283500,1113536,1169964,136170,70091,66079,117130,60176,56954,120620,61774,58846,138246,71089,67157,168773,85728,83045,195612,98038,97574,188358,95071,93287,173148,87322,85826,142082,71996,70086,139502,69945,69557,162778,80282,82496,169603,81401,88202,146640,68859,77781,79791,35990,43801,205047,75774,129273,72449,30140,42309,61418,23772,37646,42375,14564,27811,28805,7298,21507,512166,1408715,362619
154,WARMIŃSKO-MAZURSKIE,2011,1452596,711551,741045,79979,41209,38770,72184,37099,35085,78130,39995,38135,94912,48315,46597,111028,56925,54103,125374,64585,60789,116891,60118,56773,105780,54608,51172,89901,45565,44336,95121,48057,47064,112431,55987,56444,109002,52773,56229,88175,41665,46510,46381,20653,25728,127307,43997,83310,43746,17474,26272,38334,13523,24811,27471,8542,18929,17756,4458,13298,325205,907193,220198
155,ŁÓDZKIE,2011,2533681,1207927,1325754,125960,64681,61279,111133,57102,54031,117418,60268,57150,144659,74249,70410,168135,85795,82340,200471,102587,97884,199240,101574,97666,184705,93606,91099,158013,79216,78797,155203,76724,78479,191452,92114,99338,205164,96852,108312,179546,80640,98906,111445,47431,64014,281137,95088,186049,91775,35820,55955,82906,29057,53849,62983,19249,43734,43473,10962,32511,499170,1543023,491488
156,ŚWIĘTOKRZYSKIE,2011,1278116,624269,653847,62222,31961,30261,56670,28891,27779,64082,32908,31174,80066,40778,39288,90285,46716,43569,104008,53793,50215,99033,51421,47612,90517,46824,43693,77861,39673,38188,79084,40149,38935,96594,48552,48042,99389,48952,50437,84656,39919,44737,50316,22436,27880,143333,51296,92037,46799,18986,27813,42370,15768,26602,32413,10765,21648,21751,5777,15974,263040,776690,238386
157,LUBELSKIE,2011,2171857,1052986,1118871,112358,57399,54959,103243,53006,50237,114816,58927,55889,140099,71541,68558,163415,83532,79883,181449,93559,87890,168651,87145,81506,154095,79217,74878,134469,68321,66148,135692,68287,67405,155380,76837,78543,158152,76267,81885,132822,60581,72241,84543,36220,48323,232673,82147,150526,76897,30881,46016,67360,24681,42679,53037,17172,35865,35379,9413,25966,470516,1311884,389457
158,PODKARPACKIE,2011,2128687,1042100,1086587,113324,58075,55249,106563,54773,51790,119999,61539,58460,144479,73608,70871,167025,85805,81220,181599,92883,88716,170058,87011,83047,155874,79370,76504,136492,69161,67331,137493,69822,67671,149933,75111,74822,143508,69815,73693,119264,55986,63278,73758,32532,41226,209318,76609,132709,72042,29802,42240,62931,23678,39253,44956,15302,29654,29389,7827,21562,484365,1297968,346354
159,PODLASKIE,2011,1200982,586078,614904,60476,31103,29373,55937,28626,27311,62198,31896,30302,78696,40263,38433,91939,47347,44592,101294,52555,48739,90811,46640,44171,84668,43229,41439,77843,39444,38399,80870,40942,39928,90658,45326,45332,82080,40213,41867,66427,30580,35847,44205,19159,25046,132880,48755,84125,42807,17469,25338,38676,14717,23959,31239,10786,20453,20158,5783,14375,257307,730743,212932
160,MAZOWIECKIE,2011,5285604,2529656,2755948,301827,155104,146723,257186,131537,125649,254421,130600,123821,296627,151286,145341,355853,181076,174777,439045,219633,219412,449029,222848,226181,411596,205340,206256,327146,163925,163221,311534,154957,156577,371300,180343,190957,401869,189573,212296,331286,150533,180753,205969,88127,117842,570916,204774,366142,184041,73140,110901,167452,62183,105269,130303,44644,85659,89120,24807,64313,1110061,3217905,957638
161,MAŁOPOLSKIE,2012,3354077,1626988,1727089,188009,96512,91497,169592,86868,82724,175806,89944,85862,203009,103617,99392,249706,126933,122773,282310,142106,140204,277336,139636,137700,254932,128172,126760,218963,110103,108860,209221,105410,103811,225510,111607,113903,228560,110688,117872,197304,91754,105550,137395,60746,76649,336424,122892,213532,110033,45531,64502,101415,38532,62883,74918,25397,49521,50058,13432,36626,736416,2038292,579369
162,ŚLĄSKIE,2012,4615870,2228141,2387729,233571,119601,113970,206229,105516,100713,204148,104589,99559,243556,124459,119097,306707,156453,150254,371117,187932,183185,378610,191748,186862,347319,175680,171639,298984,149884,149100,300221,149552,150669,347883,169965,177918,367269,175060,192209,319132,147190,171942,205794,90654,115140,485330,179858,305472,184095,76951,107144,142406,54735,87671,97412,32951,64461,61417,15221,46196,887504,2865300,863066
163,LUBUSKIE,2012,1023317,498430,524887,55665,28464,27201,50811,26084,24727,49842,25558,24284,59910,30594,29316,70722,36161,34561,85437,43408,42029,87278,44608,42670,79214,40622,38592,63555,32265,31290,61026,30741,30285,74408,36759,37649,82941,40162,42779,72540,34181,38359,40043,18010,22033,89925,30813,59112,29686,11778,17908,26861,9476,17385,19881,6217,13664,13497,3342,10155,216228,638762,168327
164,WIELKOPOLSKIE,2012,3462196,1683898,1778298,201168,103611,97557,179379,92588,86791,175620,90363,85257,204415,104854,99561,250055,127170,122885,292732,148315,144417,293250,148713,144537,269827,136658,133169,224056,112951,111105,207652,103529,104123,235260,115338,119922,254013,121633,132380,226255,104896,121359,144184,64017,80167,304330,109262,195068,102309,41948,60361,89790,33429,56361,65286,21714,43572,46945,12171,34774,760582,2131741,569873
165,ZACHODNIOPOMORSKIE,2012,1721405,838485,882920,87298,44610,42688,82156,42270,39886,81948,42109,39839,99586,50822,48764,117042,59868,57174,139208,71350,67858,144046,73448,70598,133316,67893,65423,107893,54704,53189,103266,52046,51220,126952,62669,64283,143918,69401,74517,126879,60017,66862,70305,32314,37991,157592,54964,102628,51826,21141,30685,47608,16948,30660,34679,11048,23631,23479,5827,17652,350988,1075658,294759
166,DOLNOŚLĄSKIE,2012,2914362,1401750,1512612,147627,75682,71945,131343,67240,64103,128349,65808,62541,155269,79363,75906,193053,97848,95205,243166,122681,120485,250524,126749,123775,227150,115551,111599,179968,91327,88641,169931,85020,84911,211904,103537,108367,243037,116317,126720,218988,101482,117506,120836,53759,67077,293217,99386,193831,93045,36500,56545,87473,30826,56647,66237,20376,45861,46462,11684,34778,562588,1820215,531559
167,OPOLSKIE,2012,1010203,488457,521746,46203,23635,22568,42827,22100,20727,46089,23690,22399,56265,28501,27764,71707,36488,35219,82705,41262,41443,80451,40251,40200,75038,37889,37149,68694,34372,34322,70400,35809,34591,77334,38950,38384,76191,37131,39060,66999,31292,35707,39782,17771,22011,109518,39316,70202,39058,15843,23215,34049,12782,21267,22443,7367,15076,13968,3324,10644,191384,633812,185007
168,KUJAWSKO-POMORSKIE,2012,2096404,1016161,1080243,112181,57563,54618,103740,53174,50566,105008,53979,51029,126732,64526,62206,149329,75751,73578,171548,87330,84218,169409,86458,82951,158539,80372,78167,135378,67908,67470,129115,64041,65074,150029,73741,76288,161193,77756,83437,141115,65123,75992,86828,38236,48592,196260,70203,126057,66891,27297,39594,57819,21650,36169,42114,13861,28253,29436,7395,22041,447661,1289663,359080
169,POMORSKIE,2012,2290070,1116576,1173494,134836,69493,65343,121404,62361,59043,117715,60205,57510,133800,68693,65107,163508,83202,80306,192225,96534,95691,190486,95944,94542,178264,89890,88374,146369,74278,72091,137766,68980,68786,155491,76955,78536,170304,81744,88560,151566,71212,80354,89080,40262,48818,207256,76823,130433,71266,29821,41445,61968,23959,38009,43579,15172,28407,30443,7871,22572,507755,1405625,376690
170,WARMIŃSKO-MAZURSKIE,2012,1450697,710502,740195,78517,40486,38031,73502,37632,35870,75639,38890,36749,90873,46238,44635,108450,55647,52803,121712,62885,58827,118966,61112,57854,108186,55824,52362,91343,46373,44970,92404,46636,45768,108322,54035,54287,111005,53951,57054,92531,43631,48900,51160,22895,28265,128087,44267,83820,42604,17038,25566,38172,13660,24512,28319,8858,19461,18992,4711,14281,318531,904019,228147
171,ŁÓDZKIE,2012,2524651,1203320,1321331,125319,64380,60939,113637,58384,55253,113882,58441,55441,138147,70899,67248,164778,84146,80632,193414,98801,94613,200108,102269,97839,189370,95942,93428,161839,81251,80588,152105,75048,77057,180514,87249,93265,204763,96594,108169,182605,82153,100452,124311,53109,71202,279859,94654,185205,89217,34936,54281,81661,28884,52777,63675,19509,44166,45306,11325,33981,490985,1529044,504622
172,ŚWIĘTOKRZYSKIE,2012,1273995,622370,651625,61378,31696,29682,57320,29221,28099,61810,31824,29986,76052,38835,37217,89472,46018,43454,100452,52058,48394,100096,51938,48158,92571,48063,44508,79689,40690,38999,77266,39207,38059,92179,46105,46074,99835,49376,50459,87133,41101,46032,56787,25475,31312,141955,50763,91192,44218,17990,26228,42039,15639,26400,32680,10903,21777,23018,6231,16787,256560,772661,244774
173,LUBELSKIE,2012,2165651,1049802,1115849,110906,56496,54410,105008,53853,51155,110230,56630,53600,133618,68112,65506,160562,82117,78445,176656,91216,85440,171182,88575,82607,156773,80646,76127,136988,69741,67247,133757,67299,66458,148363,73492,74871,159943,77063,82880,137427,63070,74357,92483,39761,52722,231755,81731,150024,74370,29918,44452,66308,24516,41792,53635,17311,36324,37442,9986,27456,459762,1307294,398595
174,PODKARPACKIE,2012,2129951,1042947,1087004,112149,57534,54615,107168,55020,52148,116037,59481,56556,137144,70211,66933,165655,84777,80878,178519,91486,87033,172394,88240,84154,159396,80979,78417,138975,70641,68334,135666,68718,66948,146850,73703,73147,145423,71022,74401,124260,58553,65707,81429,36198,45231,208886,76384,132502,68176,28184,39992,62998,23901,39097,46383,15846,30537,31329,8453,22876,472498,1301431,356022
175,PODLASKIE,2012,1198690,584841,613849,59703,30802,28901,56338,28819,27519,59915,30618,29297,74752,38420,36332,90204,46407,43797,99842,51826,48016,92881,47766,45115,85461,43623,41838,78307,39728,38579,79348,40108,39240,87950,43973,43977,85038,41935,43103,69271,31984,37287,46040,19972,26068,133640,48860,84780,42178,17224,24954,37997,14435,23562,31799,10922,20877,21666,6279,15387,250708,731015,216967
176,MAZOWIECKIE,2012,5301760,2536666,2765094,301725,154957,146768,267137,136852,130285,250730,128573,122157,285534,145973,139561,346055,175899,170156,426147,213129,213018,453949,225289,228660,427187,212602,214585,339770,170111,169659,308521,153586,154935,351359,171026,180333,402910,190250,212660,343514,156620,186894,227230,97822,129408,569992,203977,366015,177149,70401,106748,166027,61658,104369,132866,45534,87332,93950,26384,67566,1105126,3212518,984116
177,MAŁOPOLSKIE,2013,3360581,1630336,1730245,183732,94541,89191,176193,90211,85982,171638,87794,83844,195910,99968,95942,241843,123191,118652,274733,138327,136406,283083,142208,140875,261466,131521,129945,224426,112586,111840,208145,104947,103198,218821,108535,110286,230578,111993,118585,202932,94607,108325,148449,65843,82606,338632,124064,214568,107523,44786,62737,101998,38892,63106,76061,25920,50141,53050,14466,38584,727473,2037702,595406
178,ŚLĄSKIE,2013,4599447,2219791,2379656,227992,116912,111080,215415,110098,105317,199549,102039,97510,232441,118985,113456,293216,149572,143644,355930,180623,175307,383158,193963,189195,354337,179224,175113,304555,152871,151684,293966,146456,147510,330690,162291,168399,368406,175599,192807,328051,151234,176817,220057,97205,122852,491684,182719,308965,181406,75525,105881,145842,56362,89480,99326,34021,65305,65110,16811,48299,875397,2835492,888558
179,LUBUSKIE,2013,1021470,497340,524130,53512,27312,26200,53575,27482,26093,48321,24719,23602,57190,29316,27874,68227,34765,33462,81560,41568,39992,88554,45191,43363,81308,41619,39689,66125,33636,32489,59847,30183,29664,69864,34479,35385,83010,40244,42766,73875,34702,39173,46788,21312,25476,89714,30812,58902,28775,11535,17240,26663,9457,17206,19887,6239,13648,14389,3581,10808,212598,633197,175675
180,WIELKOPOLSKIE,2013,3467016,1686342,1780674,195499,100610,94889,187825,96928,90897,172420,88578,83842,196251,100711,95540,242428,123610,118818,282908,143416,139492,299234,151628,147606,275233,139273,135960,232147,117385,114762,205317,102422,102895,226053,110924,115129,254368,122144,132224,228989,106079,122910,164249,73255,90994,304095,109379,194716,98860,40736,58124,90106,33680,56426,65937,22081,43856,49192,12882,36310,751995,2123767,591254
181,ZACHODNIOPOMORSKIE,2013,1718861,836953,881908,83673,43020,40653,85805,43862,41943,80175,41278,38897,94965,48444,46521,114251,58435,55816,132909,68106,64803,146181,74555,71626,136259,69407,66852,111838,56768,55070,100916,50870,50046,119386,58969,60417,143812,69433,74379,129919,61257,68662,80922,37256,43666,157850,55293,102557,50434,20912,29522,47424,16955,30469,34798,11077,23721,25194,6349,18845,344618,1066809,307434
182,DOLNOŚLĄSKIE,2013,2909997,1399490,1510507,142186,72994,69192,138793,71023,67770,124901,64067,60834,148706,75978,72728,185268,93951,91317,231782,116750,115032,255764,129664,126100,233243,118444,114799,188260,95541,92719,166202,83401,82801,198201,96841,101360,240964,115310,125654,223614,103576,120038,140123,62781,77342,291990,99169,192821,89466,35488,53978,86836,30624,56212,66084,20590,45494,49604,12467,37137,554586,1803260,552151
183,OPOLSKIE,2013,1004416,485944,518472,44625,22949,21676,44208,22789,21419,44291,22796,21495,53630,27272,26358,68257,34747,33510,79820,40016,39804,81806,40937,40869,75920,38322,37598,68984,34503,34481,68736,34882,33854,75270,37920,37350,76765,37559,39206,68434,31974,36460,44169,19815,24354,109501,39463,70038,36820,15101,21719,34637,12957,21680,22939,7693,15246,15105,3712,11393,186754,627532,190130
184,KUJAWSKO-POMORSKIE,2013,2092564,1014225,1078339,107755,55396,52359,107929,55209,52720,102609,52704,49905,121009,61936,59073,145563,73710,71853,164614,83921,80693,172655,88057,84598,160545,81382,79163,139475,70090,69385,127363,63333,64030,142891,70173,72718,162210,78350,83860,143551,66484,77067,97124,42849,54275,197271,70631,126640,65459,26822,38637,57941,21639,36302,42770,14191,28579,31101,7979,23122,439302,1281800,371462
